,Total DUC,Total US RigCount,U.S. Product Supplied of Crude Oil (Thousand Barrels per Day),U.S. Crude Oil Proved Reserves (Million Barrels),U.S. Field Production of Crude Oil (Thousand Barrels),Crude oil including lease condensate production,"Petroleum and other liquids production, Mexico (thousand barrels per day)",Total Imports,Africa_Imports,Asia_Imports,South America_Imports,Europe_Imports,North America_Imports,Oceania_Imports,Total Exports,Asia_Exports,Europe_Exports,Africa_Exports,North America_Exports,South America_Exports,Oceania_Exports,NYMEX - Light Sweet Crude $/bbl,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),US Offshore
2009-06-30,,,0.0,19121.0,158079.0,2559.0,2907.0,358083.0,63015.0,58711.0,64378.0,48272.0,114574.0,0.0,58881.0,9336.0,11408.0,2269.0,26266.0,7749.0,840.0,69.72,212642.0,43.0
2009-07-31,,,0.0,20682.0,167336.0,2667.0,2952.0,366727.0,62239.0,65714.0,61001.0,48048.0,120786.0,0.0,72794.0,13674.0,14972.0,3685.0,30166.0,8841.0,355.0,64.44,225441.0,36.0
2009-08-31,,,0.0,20682.0,167945.0,2575.0,2940.0,346658.0,71009.0,53530.0,57118.0,38933.0,118774.0,0.0,65687.0,9025.0,13325.0,4260.0,26093.0,10861.0,330.0,71.06,212595.0,32.0
2009-09-30,,,0.0,20682.0,166765.0,2528.0,2988.0,352675.0,73348.0,63691.0,58984.0,35039.0,111999.0,1002.0,63152.0,8846.0,16058.0,2479.0,25697.0,7362.0,303.0,69.25,201837.0,31.0
2009-10-31,,,0.0,20682.0,171258.0,2594.0,2989.0,337212.0,67313.0,61166.0,52236.0,36681.0,112004.0,628.0,68907.0,12370.0,14022.0,2416.0,28121.0,9053.0,324.0,75.7,208583.0,35.0
2009-11-30,,,0.0,20682.0,161838.0,2725.0,2948.0,333152.0,71471.0,57467.0,48957.0,34780.0,113761.0,0.0,60870.0,6899.0,14658.0,1326.0,27244.0,9015.0,312.0,77.7,191303.0,35.0
2009-12-31,,,0.0,20682.0,169004.0,2564.0,2998.0,326556.0,66481.0,52138.0,44121.0,29714.0,124518.0,618.0,61887.0,8189.0,8344.0,2290.0,30511.0,9782.0,386.0,74.61,199232.0,39.0
2010-01-31,,,0.0,20682.0,167529.0,2484.0,3015.0,350315.0,66170.0,57808.0,57787.0,40465.0,118819.0,0.0,58797.0,10644.0,6167.0,2293.0,26369.0,10963.0,547.0,78.13,203379.0,42.0
2010-02-28,,,0.0,20682.0,155496.0,2614.0,3009.0,314452.0,57572.0,56097.0,52497.0,36903.0,105303.0,0.0,56949.0,10182.0,5814.0,2339.0,27651.0,9069.0,257.0,76.3,188967.0,46.0
2010-03-31,,,0.0,20682.0,170976.0,2625.0,3001.0,360262.0,76156.0,62903.0,56216.0,35698.0,121092.0,571.0,66622.0,9604.0,7356.0,2547.0,32773.0,11674.0,251.0,81.19,210438.0,53.0
2010-04-30,,,0.0,20682.0,161769.0,2704.0,2996.0,375769.0,73490.0,72926.0,59110.0,41740.0,117019.0,606.0,72974.0,10516.0,10787.0,2136.0,33315.0,13474.0,270.0,84.58,195203.0,52.0
2010-05-31,,,0.0,20682.0,167427.0,2763.0,2998.0,376383.0,72157.0,66829.0,60548.0,44644.0,125518.0,0.0,74372.0,11455.0,14392.0,1828.0,30313.0,12444.0,318.0,74.52,193933.0,48.0
2010-06-30,,,0.0,20682.0,161385.0,2784.0,2953.0,373317.0,69301.0,72379.0,58351.0,44500.0,121024.0,0.0,69117.0,8543.0,12895.0,2225.0,30032.0,12822.0,340.0,75.39,179643.0,17.0
